header,title,title_url,channel_name,channel_url,timestamp,products,activity_controls,video_id,duration_seconds,topic_categories
YouTube,Watched Taylor Swift and Travis Kelce partying in the suite after chiefs vs broncos game...,https://www.youtube.com/watch?v=Gp4KQ0yEzoo,Swiftly Explained,https://www.youtube.com/channel/UCKTZ2MmK0_9hZVBhiuVp_xw,2024-11-17 21:43:04.210000+00:00,YouTube,YouTube watch history,Gp4KQ0yEzoo,10.0,"['American football', 'Sport']"
YouTube,Watched That RARE Moment ERNIE Johnson SNAPPED,https://www.youtube.com/watch?v=beq305XH714,HoopLists,https://www.youtube.com/channel/UCZBaWSQCEd3mbFHggUim0aA,2024-11-17 21:42:55.602000+00:00,YouTube,YouTube watch history,beq305XH714,60.0,"['Basketball', 'Sport', 'Television program']"
YouTube,Watched 12 Min Full Body Fat Burn Cardio Workout (No Jumping HIIT),https://www.youtube.com/watch?v=IY3dD2vQYtw,Action Jacquelyn,https://www.youtube.com/channel/UCezEzIGp34wPBrmvIshdj5A,2024-11-15 13:38:03.575000+00:00,YouTube,YouTube watch history,IY3dD2vQYtw,742.0,"['Health', 'Lifestyle (sociology)', 'Physical fitness']"
YouTube,"Watched 20 Min Full Body Gentle Barre Workout, No Equipment",https://www.youtube.com/watch?v=zibBK8tvaaE,Action Jacquelyn,https://www.youtube.com/channel/UCezEzIGp34wPBrmvIshdj5A,2024-11-15 13:37:24.315000+00:00,YouTube,YouTube watch history,zibBK8tvaaE,1206.0,"['Health', 'Lifestyle (sociology)', 'Physical fitness']"
YouTube,"Watched Forget the Draymond Green Show, we Want More of These Two!",https://www.youtube.com/watch?v=zjanzaY2jtM,heavy,https://www.youtube.com/channel/UCDH6W-YM39hL0_vgeB3EDsA,2024-11-14 21:21:43.623000+00:00,YouTube,YouTube watch history,zjanzaY2jtM,59.0,"['Baseball', 'Basketball', 'Sport']"
YouTube,Watched We Spread Misinformation With Aaron Rodgers And Need To Make It Right... | Pat McAfee Show,https://www.youtube.com/watch?v=2Adm1wWJHwI,The Pat McAfee Show,https://www.youtube.com/channel/UCxcTeAKWJca6XyJ37_ZoKIQ,2024-11-14 20:56:16.910000+00:00,YouTube,YouTube watch history,2Adm1wWJHwI,265.0,"['American football', 'Association football', 'Sport', 'Television program']"
YouTube,Watched This moment ❤️,https://www.youtube.com/watch?v=8IlTIzwBjhU,ESPN MLB,https://www.youtube.com/channel/UCvHm-lDQEhRJNCd8BdpzDkQ,2024-11-14 20:56:01.710000+00:00,YouTube,YouTube watch history,8IlTIzwBjhU,24.0,"['Baseball', 'Sport']"
YouTube,Watched When Taylor Swift's Heart Dropped during an interview after the person guessed her next album title,https://www.youtube.com/watch?v=E2A0u99dGFY,Swiftly Explained,https://www.youtube.com/channel/UCKTZ2MmK0_9hZVBhiuVp_xw,2024-11-14 20:55:29.163000+00:00,YouTube,YouTube watch history,E2A0u99dGFY,30.0,['Entertainment']
YouTube,Watched https://www.youtube.com/watch?v=C4V_9H8Sgtg,https://www.youtube.com/watch?v=C4V_9H8Sgtg,,,2024-11-14 20:55:24.187000+00:00,YouTube,YouTube watch history,C4V_9H8Sgtg,,
YouTube,"Watched 20 Min Full Body Gentle Barre Workout, No Equipment",https://www.youtube.com/watch?v=zibBK8tvaaE,Action Jacquelyn,https://www.youtube.com/channel/UCezEzIGp34wPBrmvIshdj5A,2024-11-14 17:38:23.383000+00:00,YouTube,YouTube watch history,zibBK8tvaaE,1206.0,"['Health', 'Lifestyle (sociology)', 'Physical fitness']"
YouTube,Watched CBC News: The National | Trump and Biden meet at the White House,https://www.youtube.com/watch?v=IVcHBmeNth8,CBC News: The National,https://www.youtube.com/channel/UCKjU3KzdbJE1EFcHVqXC3_g,2024-11-14 17:36:34.537000+00:00,YouTube,YouTube watch history,IVcHBmeNth8,2721.0,"['Politics', 'Society', 'Television program']"
YouTube,Watched Life lesson 🙏,https://www.youtube.com/watch?v=Y_7PD1XeTTc,Best Cuts,https://www.youtube.com/channel/UCMcP92IXXqZxQiu0S4g7cqg,2024-11-14 16:36:33.944000+00:00,YouTube,YouTube watch history,Y_7PD1XeTTc,61.0,[]
YouTube,Watched CeeDee Lamb wants curtains at AT&T stadium to block sun #shorts,https://www.youtube.com/watch?v=E772w6gUAe4,NFL on CBS,https://www.youtube.com/channel/UC7ZUfHFsuQcW7BkTHnXJtqw,2024-11-14 16:36:11.224000+00:00,YouTube,YouTube watch history,E772w6gUAe4,18.0,"['American football', 'Sport']"
YouTube,Watched Elon’s Joke on Why Japanese Car Companies Beat American Ones,https://www.youtube.com/watch?v=zOQVB0zYsEI,Rogan Recut,https://www.youtube.com/channel/UCkJz0IjpFA9IYA6wUPyAQIA,2024-11-14 16:36:09.666000+00:00,YouTube,YouTube watch history,zOQVB0zYsEI,29.0,['Society']
YouTube,Watched Uncle Eli had to take a little credit for Arch's ball flip and dime 😅🎯 #Shorts,https://www.youtube.com/watch?v=2WMwlxu5Vr8,ESPN,https://www.youtube.com/channel/UCiWLfSweyRNmLpgEHekhoAg,2024-11-14 16:36:07.086000+00:00,YouTube,YouTube watch history,2WMwlxu5Vr8,12.0,"['Basketball', 'Sport']"
YouTube,Watched Hahahahah 💀😂,https://www.youtube.com/watch?v=uXbIuOImCmM,CXLEB,https://www.youtube.com/channel/UCCHodVjh378eTjqlZ_bkTbQ,2024-11-14 16:36:04.345000+00:00,YouTube,YouTube watch history,uXbIuOImCmM,27.0,['Entertainment']
YouTube,Watched This is remarkable flexibility 👏,https://www.youtube.com/watch?v=JH7ePcPoWW4,ESPN MLB,https://www.youtube.com/channel/UCvHm-lDQEhRJNCd8BdpzDkQ,2024-11-14 16:36:02.465000+00:00,YouTube,YouTube watch history,JH7ePcPoWW4,16.0,"['Baseball', 'Sport', 'Sports game']"
YouTube,Watched Akaash Singh Predicted Dems Loss to Trump,https://www.youtube.com/watch?v=D7krJ8ptBzk,Akaash Singh,https://www.youtube.com/channel/UCdFGdIh0CZa_oF8MJAowsEw,2024-11-14 16:36:00.547000+00:00,YouTube,YouTube watch history,D7krJ8ptBzk,59.0,"['Politics', 'Society']"
YouTube,Watched LeBron left Klay open to Guard Steph 😂 #shorts,https://www.youtube.com/watch?v=9DPr0W5mjyM,House of Highlights,https://www.youtube.com/channel/UCqQo7ewe87aYAe7ub5UqXMw,2024-11-14 16:35:49.084000+00:00,YouTube,YouTube watch history,9DPr0W5mjyM,7.0,"['Basketball', 'Sport']"
YouTube,Watched My old highschool asked me to do flips at the game!,https://www.youtube.com/watch?v=5nqxmDCLhLo,Britt Hertz Shorts,https://www.youtube.com/channel/UCmZwn61P-KkS4WARx8UL_QA,2024-11-14 16:35:44.214000+00:00,YouTube,YouTube watch history,5nqxmDCLhLo,10.0,"['Physical fitness', 'Sport']"
YouTube,Watched #funny #prank,https://www.youtube.com/watch?v=AcLEBRCJN2A,Tate IBINGUE,https://www.youtube.com/channel/UCrWb3HFqXR_TCwqwGzjb90A,2024-11-14 16:35:42.432000+00:00,YouTube,YouTube watch history,AcLEBRCJN2A,60.0,"['Entertainment', 'Film', 'Humour']"
YouTube,Watched TRUMP: “Happy Birthday Kamala” birthday wishes on her 60th birthday,https://www.youtube.com/watch?v=4S1o_jufo9c,LiveNOW from FOX,https://www.youtube.com/channel/UCJg9wBPyKMNA5sRDnvzmkdg,2024-11-14 16:35:40.830000+00:00,YouTube,YouTube watch history,4S1o_jufo9c,29.0,"['Politics', 'Society']"
YouTube,Watched Lamborghini vs. Cybertruck🔥 #car #lamborghini #shortsvideo #shortvideo #shorts #tesla #cybertruck,https://www.youtube.com/watch?v=hME4c7RVoMc,CCJ Media,https://www.youtube.com/channel/UCCqnvg8KJ64USAMHJTSVC9g,2024-11-14 16:35:38.494000+00:00,YouTube,YouTube watch history,hME4c7RVoMc,29.0,"['Lifestyle (sociology)', 'Motorsport', 'Vehicle']"
YouTube,Watched Micah Voted Fans' Favorite Pundit on CBS #football #shorts #shortsviral #soccer #premierleague,https://www.youtube.com/watch?v=z8GZz6giJak,90% FOOTBALL,https://www.youtube.com/channel/UCKrJTurFN-i69pQjExEIdjQ,2024-11-14 16:34:47.306000+00:00,YouTube,YouTube watch history,z8GZz6giJak,59.0,"['Association football', 'Sport', 'Television program']"
YouTube,Watched Cornell student rescues man from NYC subway tracks seconds before train arrives,https://www.youtube.com/watch?v=06OLEi9v_Gw,Washington Square News,https://www.youtube.com/channel/UCIUwVN-sqswgkJdb-Wfh4Iw,2024-11-14 16:34:44.686000+00:00,YouTube,YouTube watch history,06OLEi9v_Gw,18.0,[]
YouTube,Watched Imagine being the only fan at a match 😂,https://www.youtube.com/watch?v=IiB5J4zna7Q,CBS Sports Golazo,https://www.youtube.com/channel/UCET00YnetHT7tOpu12v8jxg,2024-11-14 16:34:43.166000+00:00,YouTube,YouTube watch history,IiB5J4zna7Q,58.0,"['Association football', 'Sport']"
YouTube,Watched These cars did NOT want to stop 😂 #funny #shorts #shortsfeed #protest #funnyshorts #fails #cars,https://www.youtube.com/watch?v=yboSoqsamdQ,Doza Vlogs,https://www.youtube.com/channel/UCCxo6lu5ejRDOKJaUlF4RFg,2024-11-14 16:34:40.989000+00:00,YouTube,YouTube watch history,yboSoqsamdQ,57.0,['Vehicle']
YouTube,"Watched ""Donald Trump Wins Arizona, Sweeps All 7 Swing States"" 😱🤣 COLIN JOST & MICHAEL CHE #shorts",https://www.youtube.com/watch?v=B-vdVp_whEA,MICHAEL & COLIN,https://www.youtube.com/channel/UClecvVRSry_L07QSCHK4arg,2024-11-14 16:34:38.741000+00:00,YouTube,YouTube watch history,B-vdVp_whEA,60.0,"['Politics', 'Society', 'Television program']"
YouTube,Watched 😭 #shorts (by DA-BIGUCE),https://www.youtube.com/watch?v=a0t8z0zCxZc,Zopke,https://www.youtube.com/channel/UCiIStwEpwerVfa3ITbRHqAQ,2024-11-14 16:34:37.791000+00:00,YouTube,YouTube watch history,a0t8z0zCxZc,28.0,['Entertainment']
YouTube,Watched Dads Protecting Moms From Kids!😱,https://www.youtube.com/watch?v=cxFU7hdKdSs,Trapp Tarell,https://www.youtube.com/channel/UCTm7w20VT2ijd2KyP8klkmg,2024-11-14 16:34:31.621000+00:00,YouTube,YouTube watch history,cxFU7hdKdSs,58.0,"['Entertainment', 'Film']"
YouTube,Watched SWING or SWIM 💦 NEW VIDEO live now ! #storror,https://www.youtube.com/watch?v=p_Dqyuu5Tks,STORROR,https://www.youtube.com/channel/UCdPui8EYr_sX6q1xNXCRPXg,2024-11-14 16:34:28.746000+00:00,YouTube,YouTube watch history,p_Dqyuu5Tks,22.0,"['Hobby', 'Lifestyle (sociology)']"
YouTube,Watched 25 June 2024,https://www.youtube.com/watch?v=lt6eh8vEEso,Baki_FR,https://www.youtube.com/channel/UCwc0arWwt4_VTNUxpmuGE7w,2024-11-14 16:34:26.924000+00:00,YouTube,YouTube watch history,lt6eh8vEEso,61.0,['Lifestyle (sociology)']
YouTube,Watched Professor wakes up sleeping students singing emo music 🤣 ⁠ (🎥: TT/ matthewcpittman)⁠,https://www.youtube.com/watch?v=7Hg9-52IfNg,UNILAD,https://www.youtube.com/channel/UCnQWRzqPuCpOw0aJ4HwQjIQ,2024-11-14 16:34:25.223000+00:00,YouTube,YouTube watch history,7Hg9-52IfNg,47.0,['Entertainment']
YouTube,Watched Wild boar attacks snowboarders at Myoko ski resort in Japan. Video by @joeysmyoko,https://www.youtube.com/watch?v=WLmwlD-Wl3w,Unofficial Networks,https://www.youtube.com/channel/UCs4KR0xL7doxZ422aTZ9vUg,2024-11-14 16:34:23.661000+00:00,YouTube,YouTube watch history,WLmwlD-Wl3w,15.0,['Lifestyle (sociology)']
YouTube,Watched Jason Kidd wasn't a fan of this question #shorts,https://www.youtube.com/watch?v=J83aZn12Ntg,ESPN,https://www.youtube.com/channel/UCiWLfSweyRNmLpgEHekhoAg,2024-11-14 16:34:22.101000+00:00,YouTube,YouTube watch history,J83aZn12Ntg,44.0,"['American football', 'Basketball', 'Sport']"
YouTube,Watched Throwback when Dsoraki made the audience flabbergasted! 🤯 Catch DYS WF India On Nov 9th,https://www.youtube.com/watch?v=65FirqOJ_UE,stance,https://www.youtube.com/channel/UCgiz3Pm3FBhDyy3g_fP5OVA,2024-11-14 16:34:20.201000+00:00,YouTube,YouTube watch history,65FirqOJ_UE,46.0,"['Entertainment', 'Performing arts']"
YouTube,Watched Guess The Driver From The Emoji With Max Verstappen #f1 #shorts #maxverstappen,https://www.youtube.com/watch?v=ojtP6HauEmA,SF1UHI,https://www.youtube.com/channel/UCYvudGXaLGtUpPLAp7YZCuQ,2024-11-14 16:34:18.804000+00:00,YouTube,YouTube watch history,ojtP6HauEmA,59.0,['Entertainment']
YouTube,Watched Look alike cam,https://www.youtube.com/watch?v=474WPU4ALPE,FBmvlookalikecam,https://www.youtube.com/channel/UCF2xR7VJgT2XPosU7SZprIw,2024-11-14 16:34:15.543000+00:00,YouTube,YouTube watch history,474WPU4ALPE,61.0,['Sport']
YouTube,Watched Follow for more music inspirations ☺️#show #music,https://www.youtube.com/watch?v=opbI5E80URY,Maryna Aksenov,https://www.youtube.com/channel/UCfGAa7X3gpPCNxwfG2di66A,2024-11-14 16:34:14.325000+00:00,YouTube,YouTube watch history,opbI5E80URY,9.0,['Entertainment']
YouTube,Watched Biker stands up for woman and then protects his daughter 👊 @Undisclosed_Moto,https://www.youtube.com/watch?v=XIdKUJSnV-g,MasFace,https://www.youtube.com/channel/UC8JAMmKAkp_qcsykOw9MbmA,2024-11-14 16:34:13.271000+00:00,YouTube,YouTube watch history,XIdKUJSnV-g,60.0,"['Lifestyle (sociology)', 'Vehicle']"
YouTube,Watched Coach Malone had jokes for Jokić playing a lot of minutes 😂,https://www.youtube.com/watch?v=fzZVc5blcAo,Bleacher Report,https://www.youtube.com/channel/UC9-OpMMVoNP5o10_Iyq7Ndw,2024-11-14 16:33:59.429000+00:00,YouTube,YouTube watch history,fzZVc5blcAo,13.0,"['Basketball', 'Sport']"
YouTube,"Watched Adele spot Kevin Hart in the audience | November 1, 2024",https://www.youtube.com/watch?v=bZR-5YMxdhI,Adele vegas,https://www.youtube.com/channel/UCkgvnFoaOIiNYzPvIdbnOSQ,2024-11-14 16:33:57.693000+00:00,YouTube,YouTube watch history,bZR-5YMxdhI,51.0,"['Music', 'Pop music', 'Soul music']"
YouTube,Watched https://www.youtube.com/watch?v=nhgjADsy66E,https://www.youtube.com/watch?v=nhgjADsy66E,,,2024-11-14 16:33:55.188000+00:00,YouTube,YouTube watch history,nhgjADsy66E,,
YouTube,Watched Wait for it 😂👏 (via @patmcafeeshow/IG) #shorts,https://www.youtube.com/watch?v=UltFOsw7fAk,ESPN,https://www.youtube.com/channel/UCiWLfSweyRNmLpgEHekhoAg,2024-11-14 16:33:15.424000+00:00,YouTube,YouTube watch history,UltFOsw7fAk,41.0,['Entertainment']
YouTube,Watched “WHAT IS GOING ON??” Freddie recaps one of the wildest moments in the World Series 😭  #newheights,https://www.youtube.com/watch?v=8ZzaiDJFGgo,New Heights,https://www.youtube.com/channel/UCVRm2Ho8cL3lvWDyp2ayuFw,2024-11-14 16:33:07.469000+00:00,YouTube,YouTube watch history,8ZzaiDJFGgo,57.0,"['Baseball', 'Sport']"
YouTube,Watched What Are These Folks Saying Coach?,https://www.youtube.com/watch?v=bH4lAowxmwo,The Pat McAfee Show,https://www.youtube.com/channel/UCxcTeAKWJca6XyJ37_ZoKIQ,2024-11-14 16:32:51.029000+00:00,YouTube,YouTube watch history,bH4lAowxmwo,16.0,"['Entertainment', 'Film', 'Television program']"
YouTube,Watched Top 12 Worst Umpire Ejections in MLB History | Part 1,https://www.youtube.com/watch?v=Mb9XbHTq_Ps,AP | MLB ⚾️,https://www.youtube.com/channel/UC7dyZ6jsxJ2PyaCUPuQmS-Q,2024-11-14 16:32:48.457000+00:00,YouTube,YouTube watch history,Mb9XbHTq_Ps,60.0,"['Baseball', 'Sport']"
YouTube,Watched Shohei always thinking one step ahead 🧠,https://www.youtube.com/watch?v=uri-ogqEmlc,ESPN MLB,https://www.youtube.com/channel/UCvHm-lDQEhRJNCd8BdpzDkQ,2024-11-14 16:32:36.140000+00:00,YouTube,YouTube watch history,uri-ogqEmlc,26.0,"['Baseball', 'Sport', 'Sports game']"
YouTube,Watched Follow for more music inspirations ☺️ #musicteacher #musician #music,https://www.youtube.com/watch?v=2auGnJKCXgQ,Maryna Aksenov,https://www.youtube.com/channel/UCfGAa7X3gpPCNxwfG2di66A,2024-11-14 16:32:34.763000+00:00,YouTube,YouTube watch history,2auGnJKCXgQ,15.0,[]
YouTube,Watched Staff lose control of golf cart before Cowboys game 😲,https://www.youtube.com/watch?v=uQHuVRNWFK8,Bettor Together,https://www.youtube.com/channel/UCrVuCr8DyeK7BZv06o90Umg,2024-11-14 16:32:33.168000+00:00,YouTube,YouTube watch history,uQHuVRNWFK8,14.0,"['American football', 'Association football', 'Sport']"
YouTube,"Watched Freddy is the boss, but he still makes a PERFECT pizza 🍕 @krispypizzaa  #food #pizza #italianfood",https://www.youtube.com/watch?v=2mZjQAC6-O8,Rec Team NYC,https://www.youtube.com/channel/UCitg1PHJWTz5dDtncjagu4A,2024-11-14 16:32:31.965000+00:00,YouTube,YouTube watch history,2mZjQAC6-O8,59.0,"['Food', 'Lifestyle (sociology)']"
YouTube,Watched Group of Strangers help Passed out Driver / Source Inside Edition #positivevibes #heros #rescues,https://www.youtube.com/watch?v=UDHXL60Qc6c,Only Happy Things,https://www.youtube.com/channel/UCVvMyEPIaLelLGWroEbugeQ,2024-11-14 16:32:30.905000+00:00,YouTube,YouTube watch history,UDHXL60Qc6c,48.0,[]
YouTube,Watched JOKIC HIGH IQ PLAY 🤯🔥 (h/t harrisonwind/X) #shorts,https://www.youtube.com/watch?v=ImD7fl6L1FM,House of Highlights,https://www.youtube.com/channel/UCqQo7ewe87aYAe7ub5UqXMw,2024-11-14 16:32:15.310000+00:00,YouTube,YouTube watch history,ImD7fl6L1FM,17.0,"['Basketball', 'Sport']"
YouTube,Watched I bought a dashcam right after watching this crash scam @hudsonkuang2529,https://www.youtube.com/watch?v=nLDJb9SaRy4,Freshly Charged,https://www.youtube.com/channel/UCDEOB38c2U8XYsFBq5Oo1mg,2024-11-14 16:32:14.105000+00:00,YouTube,YouTube watch history,nLDJb9SaRy4,82.0,['Vehicle']
YouTube,Watched When They Broke His Wing Spoiler It Got Personal,https://www.youtube.com/watch?v=F4tzsTBrp9o,Berran Lee,https://www.youtube.com/channel/UCZDBYqlW53CgAESnHvo314w,2024-11-14 16:32:10.807000+00:00,YouTube,YouTube watch history,F4tzsTBrp9o,59.0,['Lifestyle (sociology)']
YouTube,Watched Real Life Super Hero Unlocked #heroic #hero #truck #truckdriver #firefighter #amazing #shorts #short,https://www.youtube.com/watch?v=X1riMqKiWT8,Living History Channel,https://www.youtube.com/channel/UCNcmckfT2-9nKG1nM_KTNZA,2024-11-14 16:32:07.496000+00:00,YouTube,YouTube watch history,X1riMqKiWT8,53.0,['Entertainment']
YouTube,Watched PROTECT YOURSELF - 40% OFF ALL DASH CAMS - LINK IN BIO,https://www.youtube.com/watch?v=uffWTj_zZkY,Global Dash Cam Clips,https://www.youtube.com/channel/UCas44mJnUdhTbZUjzalM7kw,2024-11-14 16:32:06.501000+00:00,YouTube,YouTube watch history,uffWTj_zZkY,45.0,"['Vehicle', 'Video game culture']"
YouTube,Watched Sean Manaea never touched first and Ke’Bryan Hayes lagged before noticing 🤣,https://www.youtube.com/watch?v=eiwDAUcSSBU,ESPN MLB,https://www.youtube.com/channel/UCvHm-lDQEhRJNCd8BdpzDkQ,2024-11-14 16:31:00.126000+00:00,YouTube,YouTube watch history,eiwDAUcSSBU,21.0,"['Baseball', 'Sport', 'Sports game']"
YouTube,Watched Buys yellow vest off Amazon 😭 #funny #nfl #trending #relatable #shorts #fyp,https://www.youtube.com/watch?v=aAMykn_C8dY,Don D The Producer,https://www.youtube.com/channel/UCCRCNxxLGL-46muP8-5rBwg,2024-11-14 16:30:57.971000+00:00,YouTube,YouTube watch history,aAMykn_C8dY,16.0,['Entertainment']
YouTube,"Watched Heartwarming moment, our daughter meets her baby brother for the first time #sweetmoment #adorable",https://www.youtube.com/watch?v=pvY8j4baMPI,Drealaria,https://www.youtube.com/channel/UC166mbyFO9zJdpPhoafMYLw,2024-11-14 16:30:56.393000+00:00,YouTube,YouTube watch history,pvY8j4baMPI,61.0,['Lifestyle (sociology)']
YouTube,Watched When Heath Ledger thought the explosion delayed so he improvised and the scene was kept,https://www.youtube.com/watch?v=11GqS6V_YAk,NXCRE,https://www.youtube.com/channel/UCC2lbKruS3-22iTD_1fe_MQ,2024-11-14 16:30:54.977000+00:00,YouTube,YouTube watch history,11GqS6V_YAk,26.0,['Entertainment']
YouTube,Watched https://www.youtube.com/watch?v=Kx5t3yEMhn4,https://www.youtube.com/watch?v=Kx5t3yEMhn4,,,2024-11-14 16:30:53.505000+00:00,YouTube,YouTube watch history,Kx5t3yEMhn4,,
YouTube,Watched When CHUCK got Featured at a Vegas HAIR Salon,https://www.youtube.com/watch?v=kdjB9ZwNDWQ,HoopLists,https://www.youtube.com/channel/UCZBaWSQCEd3mbFHggUim0aA,2024-11-14 16:30:50.509000+00:00,YouTube,YouTube watch history,kdjB9ZwNDWQ,50.0,"['Basketball', 'Sport']"
YouTube,Watched SMOOTH 😳🔥 #baseball,https://www.youtube.com/watch?v=nQZnwvTfJzo,Baseball Dugout,https://www.youtube.com/channel/UC4dpg9zsMxSIQ0DcubEwvgQ,2024-11-14 16:30:38.993000+00:00,YouTube,YouTube watch history,nQZnwvTfJzo,7.0,"['Baseball', 'Sport']"
YouTube,"Watched Should it be the same, now as well? #f1 #GPDA #F1 #pressconference #swearing",https://www.youtube.com/watch?v=GAHRkv-zBAs,FormulaShots,https://www.youtube.com/channel/UCQ__XeN13ClVXoQcBZlu6dQ,2024-11-14 16:30:36.600000+00:00,YouTube,YouTube watch history,GAHRkv-zBAs,61.0,"['Motorsport', 'Sport']"
YouTube,"Watched Yuki Kawamura with the beautiful no look, behind the back pass 🔥 #yuki #yukikawamura #grizzlies #nba",https://www.youtube.com/watch?v=MrjvFSC35io,Byrd 🕊,https://www.youtube.com/channel/UCkeDujM9un-VuqbSfNjSbng,2024-11-14 16:30:32.616000+00:00,YouTube,YouTube watch history,MrjvFSC35io,22.0,"['Basketball', 'Sport']"
YouTube,Watched https://www.youtube.com/watch?v=MHkzeWsZJqY,https://www.youtube.com/watch?v=MHkzeWsZJqY,,,2024-11-14 16:30:30.909000+00:00,YouTube,YouTube watch history,MHkzeWsZJqY,,
YouTube,Watched Fake knife baby prank,https://www.youtube.com/watch?v=aQGZTdYRX6c,Valerie Nicole,https://www.youtube.com/channel/UCxDmDiyLlTQ2iCO5iWsKx5A,2024-11-14 16:30:29.533000+00:00,YouTube,YouTube watch history,aQGZTdYRX6c,61.0,['Entertainment']
YouTube,Watched 😬 #shorts (by Horsepower addicts),https://www.youtube.com/watch?v=qC8tqoh4gWQ,Zopke,https://www.youtube.com/channel/UCiIStwEpwerVfa3ITbRHqAQ,2024-11-14 16:29:23.109000+00:00,YouTube,YouTube watch history,qC8tqoh4gWQ,34.0,"['Lifestyle (sociology)', 'Vehicle']"
YouTube,Watched Shams Charania Appreciates Kay Adams,https://www.youtube.com/watch?v=q6ZKDNsy4LI,FanDuel,https://www.youtube.com/channel/UCbPP6F-3ASqkBkT9Obro-TQ,2024-11-14 16:28:37.018000+00:00,YouTube,YouTube watch history,q6ZKDNsy4LI,38.0,"['Entertainment', 'Humour', 'Television program']"
YouTube,Watched Chris Harris on Cars: Porsche 911 S/T. Instant icon.,https://www.youtube.com/watch?v=btr6-kt6cL0,Chris Harris on Cars,https://www.youtube.com/channel/UC8AMAhCRmep7VJKe1sxvHFg,2024-11-12 02:00:20.496000+00:00,YouTube,YouTube watch history,btr6-kt6cL0,1145.0,"['Lifestyle (sociology)', 'Vehicle']"
YouTube,Watched Panasonic ES RS10,https://www.youtube.com/watch?v=WnedSSTV2Xg,Andy's Media,https://www.youtube.com/channel/UCPE230ljyu9tvPShSJabeqA,2024-11-12 01:58:27.317000+00:00,YouTube,YouTube watch history,WnedSSTV2Xg,135.0,"['Hobby', 'Lifestyle (sociology)', 'Technology']"
YouTube,Watched Sally The Snake Visits Dr Poppy's Pet Rescue | Animals For Toddlers,https://www.youtube.com/watch?v=RARe8byrebs,Toddler Fun Learning,https://www.youtube.com/channel/UCZzfOkvfLKdKYEWAZ_Vc0zg,2024-11-11 23:50:03.089000+00:00,YouTube,YouTube watch history,RARe8byrebs,1841.0,"['Entertainment', 'Film', 'Pet']"
YouTube,Watched Brush Your Teeth Song | Dr Poppy On Safari | Nursery Rhymes & Kids Songs | Animals For Toddlers,https://www.youtube.com/watch?v=rUn0EPCCeTk,Toddler Fun Learning,https://www.youtube.com/channel/UCZzfOkvfLKdKYEWAZ_Vc0zg,2024-11-11 23:47:48.620000+00:00,YouTube,YouTube watch history,rUn0EPCCeTk,131.0,['Music']
YouTube,Watched I Tried Zone 2 Training for 3 Months. This Happened,https://www.youtube.com/watch?v=VAsYTcBdtOg,Shervin Shares,https://www.youtube.com/channel/UCv9ingiPmqKs6ejZV2Pt6Dw,2024-11-10 22:22:33.877000+00:00,YouTube,YouTube watch history,VAsYTcBdtOg,788.0,"['Health', 'Lifestyle (sociology)', 'Physical fitness']"
YouTube,Watched Case Dismissed In 60 Seconds 😂,https://www.youtube.com/watch?v=71KTris4fnk,courtshorts,https://www.youtube.com/channel/UC7Rl-9WkZ2yMIQJzGXmh9TA,2024-11-10 22:22:14.788000+00:00,YouTube,YouTube watch history,71KTris4fnk,61.0,['Society']
YouTube,Watched 🎉 TRUMP WON (and you know it!) — Let’s make this song # 1 AGAIN!,https://www.youtube.com/watch?v=RgRTJ3oG5xw,Natasha Owens,https://www.youtube.com/channel/UCfw1TzMyAWJ7LTZ6-lqO22Q,2024-11-10 22:21:51.500000+00:00,YouTube,YouTube watch history,RgRTJ3oG5xw,30.0,"['Music', 'Pop music']"
YouTube,Watched https://www.youtube.com/watch?v=ExUmp_Iwgfc,https://www.youtube.com/watch?v=ExUmp_Iwgfc,,,2024-11-10 22:21:30.460000+00:00,YouTube,YouTube watch history,ExUmp_Iwgfc,,
YouTube,Watched Police Prank (This Is Just For Fun) #prank #funny #funnyvideos #scarecam #scared #scary #funnymemes,https://www.youtube.com/watch?v=GRzz0k9N71o,Scare Pranks,https://www.youtube.com/channel/UCMQhUkL_U95kpPYysALKXUw,2024-11-10 22:21:25.535000+00:00,YouTube,YouTube watch history,GRzz0k9N71o,61.0,"['Entertainment', 'Film', 'Humour']"
YouTube,Watched Freddie Freeman took his son deep 😅 (via chelseafreeman/TT),https://www.youtube.com/watch?v=OpcBiK_TkRM,ESPN MLB,https://www.youtube.com/channel/UCvHm-lDQEhRJNCd8BdpzDkQ,2024-11-10 22:21:22.079000+00:00,YouTube,YouTube watch history,OpcBiK_TkRM,25.0,"['Baseball', 'Sport']"
YouTube,Watched Pierre shares a beautiful story about him and Esteban 💙 #f1 #formula1 (source: F1TV),https://www.youtube.com/watch?v=ORf1kgq1G5U,FormuleFans,https://www.youtube.com/channel/UCTGsI7lYphswmVVd2nVYG9A,2024-11-10 22:20:42.421000+00:00,YouTube,YouTube watch history,ORf1kgq1G5U,39.0,"['Motorsport', 'Sport']"
YouTube,Watched 🔥Liam Lawson REPLACING Sergio Perez in Red Bull in 2025? ☠️#shorts #f1 #redbullracing #mexicogp,https://www.youtube.com/watch?v=JAX_-7Nyc64,Formula Fastlane,https://www.youtube.com/channel/UCjmUItlB6yax4G7SFIixOgQ,2024-11-10 22:19:58.632000+00:00,YouTube,YouTube watch history,JAX_-7Nyc64,43.0,"['Motorsport', 'Sport']"
